X;y;y_predicted
1759878000.0;2.0;1.7130645277141614
1759881600.0;2.0;1.708581588987311
1759885200.0;2.0;1.6996505152001866
1759888800.0;2.0;1.680114020525008
1759892400.0;2.0;1.6589413506207684
1759896000.0;2.0;1.627425690645409
1759899600.0;1.0;1.5879215945465424
1759903200.0;1.0;1.5603838742759262
1759906800.0;1.0;1.5528019766390342
1759910400.0;1.0;1.558235307080051
1759914000.0;1.0;1.5737159473777185
1759917600.0;1.0;1.5934906268924296
1759921200.0;1.0;1.5908449447460642
1759924800.0;1.0;1.5773780948144749
1759928400.0;1.0;1.5643145061830461
1759932000.0;1.0;1.555176427166077
1759935600.0;1.0;1.5474239770876368
1759939200.0;1.0;1.5382275267566676
1759942800.0;1.0;1.5260630839381806
1759946400.0;1.0;1.5190071032732115
1759950000.0;1.0;1.5178534268668367
1759953600.0;1.0;1.514147472486652
1759957200.0;1.0;1.524154728788666
1759960800.0;1.0;1.5352517277015938
1759964400.0;1.0;1.5380342543974814
1759968000.0;1.0;1.5387023652760474
1759971600.0;1.0;1.5469321398870672
1759975200.0;1.0;1.5607967473721507
1759978800.0;1.0;1.5771807404458036
1759982400.0;1.0;1.5867202320687408
1759986000.0;1.0;1.6008884315052585
1759989600.0;1.0;1.6177779103952359
1759993200.0;2.0;1.6418008113235043
1759996800.0;2.0;1.6634670267109222
1760000400.0;2.0;1.6823420369237647
1760004000.0;2.0;1.6910216324115446
1760007600.0;2.0;1.6890684688151527
1760011200.0;2.0;1.6746031224232443
1760014800.0;2.0;1.6485979932893766
1760018400.0;1.0;1.6166954895032637
1760022000.0;1.0;1.6021500613946547
1760025600.0;1.0;1.610809515498409
1760029200.0;1.0;1.6343690567403169
1760032800.0;2.0;1.662707258628501
1760036400.0;2.0;1.6827231875084205
1760040000.0;2.0;1.6933581274145117
1760043600.0;2.0;1.699412978712898
1760047200.0;2.0;1.7088500806555862
1760050800.0;2.0;1.7235954348306937
1760054400.0;2.0;1.7433253732877487
1760058000.0;2.0;1.7598460719564315
1760061600.0;2.0;1.7628387865326713
1760065200.0;2.0;1.7550449227691027
1760068800.0;2.0;1.7412782108799014
1760072400.0;2.0;1.7205758782924656
1760076000.0;2.0;1.6969643315634952
1760079600.0;1.0;1.614218294696074
1760083200.0;1.0;1.5125159738917686
1760086800.0;1.0;1.4503006084683872
1760090400.0;1.0;1.416820494126294
1760094000.0;1.0;1.4180437349693351
1760097600.0;1.0;1.453764785548393
1760101200.0;1.0;1.574635612684128
1760104800.0;1.0;1.6036861995706815
1760108400.0;1.0;1.6246934774173774
1760112000.0;1.0;1.6495880496193767
1760115600.0;1.0;1.6721795702918136
1760119200.0;2.0;1.7009865022403767
1760122800.0;2.0;1.7368498558368017
1760126400.0;2.0;1.7810852897654943
1760130000.0;2.0;1.813604802110981
1760133600.0;2.0;1.8355093168101666
1760137200.0;2.0;1.8199186051005345
1760140800.0;2.0;1.7940599023597041
1760144400.0;2.0;1.6826868920270384
1760148000.0;1.0;1.5566031261798425
1760151600.0;1.0;1.47513220476496
1760155200.0;1.0;1.4132852903646151
1760158800.0;1.0;1.3763606286105023
1760162400.0;1.0;1.3594463179046237
1760166000.0;1.0;1.3452279402824479
1760169600.0;1.0;1.3336033818137967
1760173200.0;1.0;1.3401716135833697
1760176800.0;1.0;1.3561376358188744
1760180400.0;1.0;1.359268887407942
1760184000.0;1.0;1.402265920098797
1760187600.0;1.0;1.6264064801952607
1760191200.0;2.0;1.6690603366350283
1760194800.0;2.0;1.7051137018910598
1760198400.0;2.0;1.7393794059934438
1760202000.0;2.0;1.7696033124354873
1760205600.0;2.0;1.8069894388491843
1760209200.0;2.0;1.8301505184719868
1760212800.0;2.0;1.8370427541916472
1760216400.0;2.0;1.8371640408626124
1760220000.0;2.0;1.7995614188805158
1760223600.0;2.0;1.7375649410423923
1760227200.0;1.0;1.6980708606369275
1760230800.0;1.0;1.6380724394148043
1760234400.0;1.0;1.5979799009433133
1760238000.0;1.0;1.5984522399902064
1760241600.0;1.0;1.595548449979094
1760245200.0;1.0;1.5906862602728031
1760248800.0;2.0;1.5921885119722496
1760252400.0;2.0;1.5910316609368538
1760256000.0;2.0;1.5708536605856898
1760259600.0;2.0;1.5521178388495747
1760263200.0;2.0;1.564966988905871
1760266800.0;2.0;1.6003574342237297
1760270400.0;2.0;1.6587377984705052
1760274000.0;2.0;2.0468054456226996
1760277600.0;2.0;2.1055848074069887
1760281200.0;2.0;2.1138250844086794
1760284800.0;2.0;2.081108429845732
1760288400.0;2.0;1.985998698532077
1760292000.0;2.0;1.9277830513391923
1760295600.0;2.0;1.9381796518147096
1760299200.0;2.0;2.02816949454108
1760302800.0;2.0;2.221665997904042
1760306400.0;2.0;2.4265742896861306
1760310000.0;2.0;2.5525615226176903
1760313600.0;3.0;2.5909062861997567
1760317200.0;3.0;2.5102749063146232
1760320800.0;3.0;2.3820835888520486
1760324400.0;3.0;2.2608943964577195
1760328000.0;3.0;2.1054772342457877
1760331600.0;3.0;1.9011577626796594
1760335200.0;3.0;1.7006117286563427
1760338800.0;2.0;1.5537763061563439
1760342400.0;2.0;1.4341092302070884
1760346000.0;2.0;1.3478673400882526
1760349600.0;2.0;1.349640634097911
1760353200.0;2.0;1.3646254589961533
1760356800.0;2.0;1.3609293516320546
1760360400.0;2.0;1.4200166597270147
1760364000.0;2.0;1.480493134852484
1760367600.0;2.0;1.5942681645797778
1760371200.0;2.0;1.7335175844457993
1760374800.0;2.0;1.8560113019550029
1760378400.0;2.0;1.9872740748148585
1760382000.0;2.0;2.103774465495057
1760385600.0;2.0;2.2081689978194765
1760389200.0;2.0;2.2355929917975006
1760392800.0;2.0;2.1206803576385687
1760396400.0;2.0;1.9100850470266533
1760400000.0;2.0;1.6658535097718543
1760403600.0;2.0;1.4569035861656214
1760407200.0;2.0;1.2684562132296975
1760410800.0;1.0;1.08230630124992
1760414400.0;1.0;0.8844816438223218
1760418000.0;1.0;0.738132770713352
1760421600.0;1.0;0.6924729109711416
1760425200.0;2.0;0.7163146268937455
1760428800.0;2.0;0.7648264869367862
1760432400.0;2.0;0.8783818777948458
1760436000.0;2.0;1.0905633985244325
1760439600.0;2.0;1.3763918913738022
1760443200.0;2.0;1.643182418252425
1760446800.0;2.0;1.9969361587552124
1760450400.0;2.0;2.067534188091635
1760454000.0;2.0;2.0903685110977444
1760457600.0;2.0;2.090704360703193
1760461200.0;2.0;2.0892025730678583
1760464800.0;2.0;2.083460410637552
1760468400.0;2.0;2.0790967449002498
1760472000.0;2.0;2.071114119622906
1760475600.0;2.0;2.048505058997385
1760479200.0;2.0;2.0147923445387166
1760482800.0;2.0;1.9792507952835798
1760486400.0;2.0;1.9401052763075644
1760490000.0;2.0;1.8765695511881386
1760493600.0;2.0;1.8064751032285216
1760497200.0;2.0;1.752292282667292
