dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1762826400.0;66.58;0.0;0.49;38.41;0.13;0.7;2.45;0.15;1.0
1762830000.0;66.62;0.0;0.48;37.88;0.15;0.7;2.41;0.17;1.0
1762833600.0;66.59;0.0;0.45;36.99;0.17;0.71;2.38;0.21;1.0
1762837200.0;66.71;0.0;0.43;36.12;0.2;0.73;2.39;0.29;1.0
1762840800.0;67.11;0.0;0.45;36.3;0.25;0.76;2.45;0.43;1.0
1762844400.0;67.75;0.0;0.51;37.12;0.31;0.79;2.53;0.63;1.0
1762848000.0;68.51;0.0;0.6;37.08;0.37;0.82;2.65;0.8;1.0
1762851600.0;69.74;0.01;0.77;36.3;0.43;0.88;2.85;0.94;1.0
1762855200.0;71.56;0.22;0.84;34.97;0.46;0.94;3.06;0.86;1.0
1762858800.0;74.06;0.51;0.85;34.31;0.4;1.01;3.24;0.52;1.0
1762862400.0;75.34;0.47;0.82;37.99;0.39;1.12;3.37;0.41;1.0
1762866000.0;71.58;0.08;0.26;50.34;0.42;0.88;2.75;0.2;1.0
1762869600.0;70.59;0.05;0.16;52.56;0.34;0.86;2.56;0.15;1.0
1762873200.0;69.81;0.04;0.12;53.01;0.29;0.88;2.49;0.12;1.0
1762876800.0;69.25;0.03;0.11;52.59;0.23;0.86;2.43;0.09;1.0
1762880400.0;68.36;0.03;0.1;51.24;0.19;0.83;2.4;0.07;1.0
1762884000.0;67.52;0.03;0.1;49.86;0.15;0.76;2.36;0.06;1.0
1762887600.0;66.93;0.03;0.11;48.79;0.12;0.7;2.35;0.05;1.0
1762891200.0;66.64;0.03;0.15;47.82;0.11;0.66;2.38;0.05;1.0
1762894800.0;66.64;0.02;0.23;47.06;0.11;0.66;2.47;0.05;1.0
1762898400.0;66.9;0.0;0.33;46.11;0.14;0.68;2.64;0.08;1.0
1762902000.0;67.71;0.0;0.44;45.36;0.18;0.74;2.88;0.11;1.0
1762905600.0;68.98;0.0;0.55;44.95;0.24;0.81;3.16;0.14;1.0
1762909200.0;72.93;0.0;1.26;33.95;0.34;0.93;3.01;0.39;1.0
1762912800.0;74.91;0.0;1.63;27.65;0.34;1.07;3.43;0.43;1.0
1762916400.0;76.06;0.0;1.78;24.33;0.36;1.19;3.92;0.42;1.0
1762920000.0;76.18;0.0;1.72;22.26;0.38;1.32;4.53;0.49;1.0
1762923600.0;76.35;0.0;1.55;20.36;0.38;1.46;5.2;0.56;1.0
1762927200.0;75.7;0.0;1.4;18.82;0.37;1.62;5.93;0.65;1.0
1762930800.0;74.17;0.0;1.26;17.02;0.35;1.77;6.52;0.67;1.0
1762934400.0;73.14;0.0;1.19;15.38;0.34;1.96;7.07;0.56;1.0
1762938000.0;72.93;0.03;1.22;14.0;0.35;2.24;7.72;0.47;1.0
1762941600.0;75.2;0.42;1.17;14.17;0.41;2.66;8.62;0.36;1.0
1762945200.0;80.18;0.85;1.44;16.24;0.5;3.18;9.46;0.4;1.0
1762948800.0;84.27;0.75;1.66;23.01;0.62;3.76;10.14;0.55;1.0
1762952400.0;94.16;0.13;0.77;66.79;2.07;6.09;14.0;0.66;2.0
1762956000.0;97.42;0.08;0.46;72.63;2.2;7.84;16.22;0.63;2.0
1762959600.0;99.86;0.07;0.37;75.21;2.24;9.57;18.49;0.57;2.0
1762963200.0;104.04;0.07;0.37;78.58;2.27;11.51;21.2;0.53;2.0
1762966800.0;110.78;0.07;0.41;84.35;2.42;13.97;24.96;0.5;2.0
1762970400.0;122.36;0.07;0.5;94.73;2.74;17.23;30.08;0.49;2.0
1762974000.0;133.2;0.08;0.69;102.18;2.84;20.07;34.49;0.49;3.0
1762977600.0;140.09;0.07;1.11;102.06;2.66;21.69;36.92;0.48;3.0
1762981200.0;144.56;0.02;1.6;100.33;2.5;22.68;38.23;0.45;3.0
1762984800.0;146.39;0.0;2.12;85.43;1.92;23.2;38.38;0.4;2.0
1762988400.0;146.1;0.0;2.47;66.79;1.38;23.68;38.55;0.4;2.0
1762992000.0;145.26;0.0;2.48;53.54;1.09;24.26;39.16;0.43;2.0
1762995600.0;143.28;0.0;2.33;44.08;0.91;24.65;39.55;0.45;2.0
1762999200.0;139.06;0.0;2.09;37.71;0.73;24.4;39.06;0.4;2.0
1763002800.0;130.76;0.0;1.68;35.88;0.57;23.04;37.09;0.33;2.0
1763006400.0;120.49;0.0;1.21;36.72;0.48;21.19;34.42;0.3;2.0
1763010000.0;112.62;0.0;0.89;32.18;0.35;20.23;32.73;0.31;2.0
1763013600.0;107.46;0.0;0.71;26.0;0.25;20.2;32.09;0.33;2.0
1763017200.0;104.78;0.0;0.61;21.46;0.25;20.8;31.43;0.34;2.0
1763020800.0;104.84;0.0;0.58;20.89;0.28;21.68;30.81;0.32;2.0
1763024400.0;107.35;0.0;0.66;24.23;0.32;22.83;31.09;0.29;2.0
1763028000.0;111.5;0.02;0.91;31.24;0.34;23.94;32.21;0.22;2.0
1763031600.0;115.08;0.08;1.39;33.88;0.32;24.43;32.92;0.21;2.0
1763035200.0;118.08;0.18;1.75;38.47;0.35;24.36;32.96;0.3;2.0
1763038800.0;127.67;0.06;0.84;98.61;0.6;22.67;29.89;0.02;2.0
1763042400.0;124.81;0.05;0.59;99.61;0.54;21.14;27.63;0.04;2.0
1763046000.0;119.53;0.04;0.47;94.42;0.48;19.38;26.1;0.06;2.0
1763049600.0;113.61;0.03;0.46;87.96;0.44;17.44;24.88;0.08;2.0
1763053200.0;106.74;0.02;0.47;80.46;0.39;15.41;23.82;0.09;2.0
1763056800.0;99.86;0.02;0.45;73.4;0.35;13.32;22.91;0.1;2.0
1763060400.0;91.9;0.01;0.44;66.34;0.3;11.07;21.89;0.09;2.0
1763064000.0;85.29;0.01;0.49;60.19;0.25;9.27;21.18;0.1;2.0
1763067600.0;80.55;0.0;0.56;55.3;0.21;8.04;20.95;0.1;2.0
1763071200.0;76.61;0.0;1.05;41.97;0.16;7.19;20.4;0.18;2.0
1763074800.0;74.04;0.0;1.5;28.84;0.13;6.74;19.78;0.25;1.0
1763078400.0;71.72;0.0;1.57;21.81;0.12;6.57;19.34;0.33;1.0
1763082000.0;69.63;0.01;1.59;18.7;0.16;6.47;18.15;0.54;1.0
1763085600.0;68.73;0.01;1.73;19.0;0.21;6.42;16.86;0.87;1.0
1763089200.0;68.64;0.0;1.84;21.68;0.24;6.38;15.62;1.23;1.0
