X;y;y_predicted
1760414400.0;1.0;1.7967980288124217
1760418000.0;1.0;1.796732928370254
1760421600.0;1.0;1.7966678279280828
1760425200.0;2.0;1.7966027274859115
1760428800.0;2.0;1.7965376270437439
1760432400.0;2.0;1.7964725266015726
1760436000.0;2.0;1.796407426159405
1760439600.0;2.0;1.7963423257172337
1760443200.0;2.0;1.7962772252750625
1760446800.0;2.0;1.7962121248328948
1760450400.0;2.0;1.7961470243907236
1760454000.0;2.0;1.796081923948556
1760457600.0;2.0;1.7960168235063847
1760461200.0;2.0;1.7959517230642135
1760464800.0;2.0;1.7958866226220458
1760468400.0;2.0;1.7958215221798746
1760472000.0;2.0;1.7957564217377069
1760475600.0;2.0;1.7956913212955357
1760479200.0;2.0;1.795626220853368
1760482800.0;2.0;1.7955611204111968
1760486400.0;2.0;1.7954960199690255
1760490000.0;2.0;1.7954309195268578
1760493600.0;2.0;1.7953658190846866
1760497200.0;2.0;1.795300718642519
