dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1759024800.0;77.97;0.0;1.11;58.64;0.55;2.3;7.7;0.17;1.0
1759028400.0;78.43;0.0;1.11;56.7;0.52;2.45;8.21;0.16;1.0
1759032000.0;78.93;0.0;1.05;55.13;0.51;2.65;8.78;0.15;1.0
1759035600.0;79.34;0.0;0.95;53.62;0.51;2.88;9.35;0.15;1.0
1759039200.0;79.66;0.0;0.84;53.07;0.56;3.16;10.0;0.17;1.0
1759042800.0;80.08;0.0;0.78;52.99;0.67;3.51;10.77;0.21;1.0
1759046400.0;82.5;0.0;0.83;52.81;0.83;4.08;12.04;0.25;1.0
1759050000.0;87.31;0.0;0.99;52.55;1.08;4.92;13.86;0.31;1.0
1759053600.0;94.08;0.01;1.37;52.09;1.37;5.93;16.05;0.34;1.0
1759057200.0;101.67;0.14;1.78;51.56;1.61;6.86;18.14;0.37;1.0
1759060800.0;108.31;0.32;1.84;54.21;1.89;7.8;20.05;0.45;2.0
1759064400.0;124.02;0.24;1.5;79.82;3.27;10.45;24.77;0.8;2.0
1759068000.0;132.11;0.15;0.97;91.92;3.67;12.71;28.41;0.91;2.0
1759071600.0;135.76;0.1;0.67;100.26;3.83;14.65;31.25;0.92;3.0
1759075200.0;137.76;0.05;0.75;103.75;3.75;15.97;32.23;0.88;3.0
1759078800.0;137.18;0.05;0.84;104.02;3.43;16.8;32.36;0.8;3.0
1759082400.0;135.9;0.04;0.91;104.74;3.17;17.41;32.65;0.72;3.0
1759086000.0;134.11;0.03;1.03;104.05;2.88;17.71;33.71;0.6;3.0
1759089600.0;135.47;0.03;1.24;102.98;2.66;18.37;35.42;0.52;3.0
1759093200.0;143.16;0.01;1.57;103.69;2.64;19.81;37.73;0.54;3.0
1759096800.0;152.07;0.0;1.86;97.63;2.34;21.45;39.8;0.5;2.0
1759100400.0;157.19;0.0;2.03;88.8;2.02;22.45;40.88;0.5;2.0
1759104000.0;159.41;0.0;2.03;83.55;1.9;23.08;41.92;0.55;2.0
1759107600.0;158.58;0.0;1.93;80.39;1.78;23.26;42.48;0.6;2.0
1759111200.0;154.31;0.0;1.71;71.23;1.37;23.22;42.58;0.47;2.0
1759114800.0;150.0;0.0;1.51;61.91;1.03;23.09;42.28;0.35;2.0
1759118400.0;145.97;0.0;1.39;53.3;0.81;23.16;41.75;0.29;2.0
1759122000.0;142.68;0.0;1.28;47.18;0.7;23.54;41.55;0.27;2.0
1759125600.0;139.02;0.0;1.19;43.57;0.66;23.8;41.26;0.27;2.0
1759129200.0;136.23;0.0;1.12;41.59;0.64;23.99;40.98;0.27;2.0
1759132800.0;136.01;0.0;1.09;40.7;0.64;24.3;40.5;0.27;2.0
1759136400.0;137.52;0.0;1.1;40.42;0.66;24.8;40.43;0.27;2.0
1759140000.0;141.53;0.02;1.2;46.34;0.82;25.11;41.28;0.31;3.0
1759143600.0;141.89;0.17;1.25;50.32;0.81;24.71;41.26;0.27;2.0
1759147200.0;139.76;0.24;1.09;58.61;0.8;24.03;41.13;0.24;2.0
1759150800.0;153.38;0.1;0.67;92.03;1.26;26.11;45.2;0.43;3.0
1759154400.0;150.68;0.07;0.47;97.09;1.19;25.54;44.8;0.43;3.0
1759158000.0;142.07;0.06;0.38;96.12;1.06;23.64;43.02;0.38;2.0
1759161600.0;133.87;0.05;0.34;94.59;0.95;21.76;41.3;0.35;2.0
1759165200.0;124.54;0.05;0.32;91.22;0.82;19.61;39.05;0.3;2.0
1759168800.0;113.78;0.04;0.31;86.68;0.69;17.09;36.36;0.24;2.0
1759172400.0;103.71;0.04;0.33;81.83;0.58;14.67;33.76;0.2;2.0
1759176000.0;96.22;0.03;0.43;77.24;0.5;12.83;31.7;0.17;2.0
1759179600.0;90.95;0.0;0.54;72.9;0.43;11.45;30.27;0.15;2.0
1759183200.0;87.36;0.0;0.77;63.72;0.34;10.52;29.19;0.12;2.0
1759186800.0;86.02;0.0;0.98;55.01;0.29;10.16;28.62;0.12;2.0
1759190400.0;85.79;0.0;1.04;50.1;0.28;10.17;28.44;0.13;2.0
1759194000.0;80.02;0.0;0.94;47.6;0.28;10.28;32.04;0.13;2.0
1759197600.0;79.66;0.0;0.95;45.23;0.28;10.32;31.48;0.14;2.0
1759201200.0;78.97;0.0;0.9;43.16;0.27;10.41;30.85;0.13;2.0
1759204800.0;77.92;0.0;0.8;40.93;0.26;10.56;30.2;0.14;2.0
1759208400.0;77.08;0.0;0.7;39.81;0.26;10.74;29.98;0.15;2.0
1759212000.0;76.67;0.0;0.63;40.37;0.28;10.92;30.25;0.16;2.0
1759215600.0;76.7;0.0;0.57;42.13;0.29;11.06;30.92;0.18;2.0
1759219200.0;76.69;0.0;0.55;42.06;0.29;11.21;31.15;0.17;2.0
1759222800.0;76.92;0.0;0.58;41.6;0.29;11.4;31.3;0.17;2.0
1759226400.0;78.49;0.02;0.76;42.24;0.3;11.49;31.27;0.14;2.0
1759230000.0;81.36;0.1;1.06;43.03;0.31;11.56;30.95;0.12;2.0
1759233600.0;83.88;0.14;1.16;45.97;0.31;11.62;30.82;0.12;2.0
1759237200.0;87.95;0.03;0.54;64.46;0.34;11.16;30.6;0.14;2.0
1759240800.0;90.64;0.03;0.44;67.66;0.35;11.03;28.89;0.17;2.0
1759244400.0;93.02;0.03;0.38;70.07;0.35;11.2;28.2;0.18;2.0
1759248000.0;95.34;0.02;0.39;71.76;0.38;11.52;27.95;0.21;2.0
1759251600.0;96.36;0.02;0.45;71.89;0.4;11.95;28.24;0.22;2.0
1759255200.0;97.91;0.02;0.5;72.84;0.42;12.63;29.26;0.22;2.0
1759258800.0;100.69;0.01;0.58;74.73;0.43;13.64;31.09;0.2;2.0
1759262400.0;103.62;0.01;0.75;74.97;0.44;14.65;32.94;0.17;2.0
1759266000.0;106.89;0.0;0.89;75.18;0.44;15.69;34.5;0.16;2.0
1759269600.0;111.07;0.0;1.0;73.51;0.44;16.95;35.89;0.16;2.0
1759273200.0;116.34;0.0;1.15;69.68;0.5;18.18;37.16;0.2;2.0
1759276800.0;122.17;0.0;1.28;66.05;0.68;19.18;38.31;0.27;2.0
1759280400.0;165.16;0.0;1.09;87.36;1.29;28.78;51.35;0.26;3.0
1759284000.0;157.16;0.0;0.94;85.7;1.16;26.94;48.32;0.2;3.0
1759287600.0;147.89;0.0;0.75;87.1;1.06;24.83;45.25;0.14;2.0
